'gene','Rheumatoid arthritis','Rheumatoid arthritis','Rheumatoid arthritis','Rheumatoid arthritis','Rheumatoid arthritis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Breast cancer','Breast cancer','Breast cancer','Breast cancer','Breast cancer'
'1569594_a_at',8.77409576,8.46910789,7.509584864,8.723260613,7.798412126,6.037104059,5.514961495,6.472335351,8.431749619,8.328515178,8.386287241,8.926075448,8.225922012,8.330553406,7.80011983,8.479803782,8.205677153,8.665830901,8.18163423,7.73991405,7.677330468,8.078770587,7.864773481,7.569951771,9.282876082,9.2277304,9.138819781,9.045175471,8.924901966,9.388226342,8.99569992,8.938878964,9.107465248,8.714697994,8.912411166,8.880167486,9.005184884,9.155604332,8.837178398,8.910118101,9.148497255,9.409160396,8.794213991,8.865880143,9.013767369,9.122387585,8.964637085,8.926075448,8.552954177,9.396664901,7.983542074,8.203853768,8.358871234,7.86570191,8.61621575,8.361684285,8.057693861,7.985068506,7.108120507,7.491687365,7.753216638,6.454639809,6.485433183,6.458293372,6.404718268,5.360284667
'1861_at',5.555738106,4.44233527,5.355504908,4.524864797,5.137596213,4.791984143,5.373944383,4.978429425,5.577534214,5.637770832,5.665399412,5.404480185,5.596151413,5.077017657,5.396381919,5.376100003,5.456407032,5.101524322,5.514576493,5.630873705,4.965073032,3.378601505,4.865230867,1.220447708,5.155853593,4.009624185,5.875933946,4.090815434,4.116420553,3.988294617,4.846092564,5.422550473,5.97249333,5.340345213,5.862852378,5.448189198,5.284386776,4.431091947,5.926397974,5.566395643,5.392627243,5.466878235,5.619150257,5.42993794,5.882248551,6.453378261,4.972994853,5.172302524,5.136578449,5.703661519,2.781073505,3.061000566,3.149789757,1.280174008,2.80631731,3.07256382,3.440394444,1.328224793,2.501445938,0.734988732,2.786235195,5.081914944,4.770667166,4.483045241,5.100644182,5.233706695
'200021_at',11.83996411,11.53167435,11.14710679,11.20282517,10.95339997,11.08643937,11.07052479,10.97928125,11.09208128,10.34553728,10.31823133,10.06172766,9.777101019,10.36847742,10.45344561,9.916479125,10.11865554,10.08668167,10.17597202,11.02214107,11.21413644,11.6312979,11.32662151,11.57725924,11.08643937,10.73199697,11.1359412,11.30425377,11.60373445,11.07052479,11.55100091,11.28705532,10.61810064,11.0490638,11.60373445,11.62419849,11.14710679,11.13053551,11.48093147,11.29846075,10.86465565,11.20282517,10.77710287,11.08643937,11.37206671,11.23103144,11.70283351,11.89331341,11.68822832,11.61723745,7.405008181,7.717356409,9.103501307,8.240999169,7.983542074,7.867964229,7.388697665,6.987922408,7.664957364,6.865221896,7.154266156,11.96699018,11.46876741,11.5900994,11.62419849,11.53167435
'200082_s_at',9.396664901,10.2850128,9.997416811,9.838161496,10.13195488,11.45577541,11.52478089,11.50022754,10.52093474,11.06512177,11.3546374,11.18546727,11.19124102,11.11405391,10.93748652,11.19124102,11.24207601,11.24785245,11.20849142,11.24207601,11.78988287,11.58381867,11.72593543,11.61723745,9.511576126,9.657851462,9.546480483,9.733518311,9.85661573,9.431865209,9.266943241,9.627409406,9.72419738,9.603953009,9.894411187,9.534761464,9.498267702,9.544491079,9.314588632,9.728757668,10.009366,9.899845404,9.655548784,9.459088145,9.719434735,9.517264107,9.178184043,9.240957233,9.084824329,9.564625527,6.4562761,7.038211168,7.315681987,7.483772937,7.364491833,7.407590761,7.701524037,7.161199221,7.631657866,6.835660425,7.212751846,11.51865518,11.65255566,11.68096641,11.44959147,11.47496932
'200707_at',7.256661332,6.932417646,6.248467444,6.677524958,6.421404183,8.069548576,7.919313509,7.628213226,6.886169303,6.722922922,6.744124476,6.774971816,7.460739765,7.287067706,6.995570022,7.191651648,7.233622543,7.176075813,6.993900986,6.830616529,6.588253044,4.959149898,7.341562506,7.380059938,7.192473601,6.397318157,5.728087,5.818225299,5.526652713,6.491247595,6.515045515,5.378960033,6.624509242,6.470338579,6.577608396,7.138860628,6.852820338,6.932173864,6.635440041,7.292628336,6.78095544,6.904347852,5.831915357,7.348879142,6.683881961,7.068920576,6.829055523,6.874072393,6.440641143,6.584661019,3.521278585,2.930597725,1.802910658,1.348130475,1.31489883,1.473866859,4.663246263,3.075100649,3.04348647,3.890230674,3.601148443,7.210256915,6.939177393,6.309021993,6.713475065,7.138335201
'200772_x_at',11.18001045,10.85447788,10.32203264,11.011119,10.7666394,11.11405391,11.00027378,10.89648999,10.57338489,10.89128329,11.011119,11.0542119,11.011119,10.9636217,10.9326672,11.0542119,10.95834762,11.12475,10.9326672,10.55133591,11.95710494,12.04689292,11.4874605,11.63850429,11.14710679,10.97407146,11.4874605,10.69317744,11.34917788,11.41323504,10.77710287,11.78988287,11.69550475,11.77360755,10.95834762,11.57055709,11.51291104,11.36633228,11.75008063,11.86620678,11.50022754,11.57055709,11.51291104,11.87543886,11.38957413,11.64577872,11.83996411,11.57725924,11.7337645,11.55758485,6.842461661,6.795263591,7.436698397,6.426191621,6.566758094,6.525020333,6.580831428,5.775440206,6.041530661,3.497043535,5.362316302,12.1222615,11.20849142,12.05800194,11.41323504,11.32662151
'200801_x_at',13.11941083,12.50089034,12.48293158,12.58041034,13.05847826,11.68822832,11.66698526,11.74181327,13.05847826,12.40327142,12.29053384,12.01621832,11.95710494,12.26546993,12.34404472,11.79771864,11.78988287,12.05800194,12.37273627,12.7234428,12.29053384,12.38858566,12.37273627,12.58041034,11.99567655,12.11162529,12.20299718,12.31660585,12.21532806,12.35864288,12.45062115,12.35864288,12.31660585,12.35864288,12.48293158,12.58041034,12.22753408,12.24017467,12.27725838,12.27725838,11.93911588,12.21532806,12.15732065,12.19079488,12.05800194,12.20299718,12.35864288,12.38858566,12.32996798,12.45062115,9.26078147,8.966928712,9.731174167,8.424291031,8.577218572,10.10256468,9.292259178,9.853839001,10.40844217,9.40043974,8.860475214,12.27725838,11.0542119,12.38858566,12.20299718,11.86620678
'200810_s_at',8.83400248,8.567963542,7.577352154,8.584709279,8.562060062,10.22370688,9.939265739,9.774628468,9.359134675,9.494355704,9.578925327,10.00036421,9.91392002,9.72419738,9.259235653,9.944731709,9.752698154,9.994355936,9.45361024,8.55465064,9.32115574,9.304824411,9.191204963,8.605052796,7.089341021,5.536991122,5.663139285,6.620574745,5.812012305,7.292628336,8.518274521,6.594426995,6.87852373,6.225830954,8.185133234,8.44139575,7.17143946,7.408536887,7.19876661,6.026254167,6.135237602,5.945157574,6.625292594,6.357904786,7.498493359,7.353497406,6.482535393,6.396442152,4.995553132,8.655110109,9.769696549,9.511576126,10.34135718,9.955937694,9.92503073,10.14548573,10.21358309,9.873017802,9.911042916,9.911042916,9.888820941,8.558760815,9.21573404,7.521915699,9.585024968,8.701555155
'200811_at',7.568871488,7.963917775,7.226974315,7.049849057,7.421060484,10.06470654,9.846105477,9.349032106,8.222760576,8.694903704,8.668558274,9.011313541,9.130418873,8.838254926,8.430296439,9.130418873,8.903329539,8.973953236,8.609347477,7.944390792,8.298578069,8.251585441,8.758363168,8.463769167,7.132550281,5.61542458,6.657444996,7.076513603,5.683901762,7.220004225,8.179872848,6.64038539,7.464422155,6.979032056,7.939028303,7.9560187,7.317180468,7.735296528,6.941235531,6.620977249,6.978063748,6.804480283,6.741774418,7.107337937,7.782924817,7.573676089,7.23113035,6.880110524,6.87942077,8.089831101,8.672091766,8.757355069,9.118369454,8.428809735,8.543930151,9.98822792,9.891608581,9.369539947,9.743119134,9.396664901,9.324323588,7.783371905,8.749487185,7.201445862,8.948104986,8.354661702
'200825_s_at',7.698278083,7.705573506,7.496764407,7.908947409,7.272779777,6.992700906,7.684482136,6.789077088,6.931258849,6.781389303,6.744766096,6.103131,6.135857629,6.976859163,6.957569728,5.495770308,6.529131217,6.158255104,6.618637343,7.83204578,8.268133876,7.462764824,6.642741767,7.830208979,8.56373885,8.523816027,7.953163283,8.589772614,8.507216625,8.217918442,9.022323,8.799227198,8.347851519,8.095850517,8.334562719,7.978933946,7.964420923,7.8995477,8.064737237,8.482851706,8.210515748,7.556192829,7.787206443,8.161080039,7.112001306,8.180468717,8.338104669,7.938569671,8.82164135,7.739069824,5.510949511,5.145166064,4.661362331,4.254930962,5.6991379,3.819270858,5.751139108,4.646476708,3.428749245,3.188281083,3.856477207,8.073865373,7.869845428,7.902371409,7.574407558,8.7271034
'200906_s_at',5.187103481,5.373584827,5.103189326,6.309350008,6.213393295,7.228336509,6.929179448,8.227204632,8.9716204,7.742790778,7.653014928,7.198495389,7.191651648,7.018000779,7.212204539,6.983605713,7.233919576,6.703151889,7.659976865,6.018639217,7.602982123,7.996717148,8.486008114,8.695823198,6.656862062,7.363253159,7.917867757,6.731846807,6.414648637,6.733681287,4.539302093,6.114202409,6.33139023,5.934352238,5.939318429,5.839454374,7.128611914,6.618835217,6.981952482,7.01726354,6.860319437,6.769702299,6.998488249,6.916013548,6.324761502,6.893006081,6.306521575,6.043363701,6.996802851,5.887250834,6.172323281,6.652846436,6.496023152,5.129327894,5.951954063,6.994609289,6.274199967,5.976651887,6.356884228,5.082468718,5.59436378,6.597742989,6.560894956,6.04183474,7.047885022,7.644832816
'200907_s_at',7.194360483,8.340170727,7.174982529,7.610030334,8.347851519,8.929513136,8.507216625,10.09327645,11.29283628,10.03335919,9.982505258,9.60607936,9.902539856,9.684865671,9.859324233,9.433613296,9.701106085,9.311239421,9.994355936,8.48134916,9.809691991,9.462837683,9.958977315,10.07076019,7.662640285,9.253083312,9.270118562,8.189824282,8.292748145,7.662640285,6.646280212,7.670695175,7.506156846,7.946303998,6.72563551,6.577412347,7.647942295,7.789317405,7.8967052,7.695922081,7.645198999,7.9896347,8.025166541,7.997727179,7.829302328,7.50402931,7.220554858,6.60805929,7.494070441,7.160425739,8.741692464,8.755303907,8.330553406,8.03199138,8.552155762,8.729050531,8.695823198,8.822651864,9.092699551,8.158190863,8.14192631,8.513549132,8.334562719,7.698711868,8.697730445,8.753390775
'200914_x_at',8.257958369,8.717571076,8.002788927,8.601641104,8.261086772,7.043618878,6.980264701,7.127035735,8.443609798,8.715671081,8.584709279,8.724236072,8.15759419,8.487565204,8.650735703,8.367307475,8.066332303,8.47132621,7.955544396,9.717260523,8.340903172,8.240400888,8.041340757,7.981997854,8.849946196,9.10606975,8.934112783,8.529336225,9.017426114,8.733775033,8.594063679,8.910118101,8.842540807,8.683707551,8.199476217,8.25859149,8.716680047,9.012562658,9.008855184,8.764170995,9.029797935,9.073216632,8.666803458,9.092699551,8.683707551,8.752381927,8.595746485,8.844635999,9.110202891,8.78110798,8.229750135,8.119333206,9.099515702,8.777111836,8.590620825,8.092540362,7.507895278,7.146767425,6.915543213,6.924492374,7.539110347,7.65103505,7.110686247,7.744909544,8.119333206,6.871862761
'200925_at',8.717571076,8.966928712,8.92831812,8.633873116,8.731916436,9.461004637,9.748007665,9.304824411,8.98833943,9.166939701,8.96345644,8.819600179,9.012562658,9.096782028,8.96345644,8.957544596,9.111565234,9.073216632,8.923758819,9.726368491,9.168399124,9.256174111,9.189796078,9.2000258,10.34135718,10.41250693,10.32203264,10.4369807,10.53797335,10.32579651,10.48256219,10.89128329,10.69317744,10.65550932,10.92251907,11.38379187,10.94272236,11.12475,11.12475,10.74172784,11.4938943,10.86465565,10.96895222,10.59112048,11.15238875,10.85953837,11.6312979,11.66698526,11.03274107,11.26485164,6.175660448,6.199672933,5.982442709,5.755187668,5.451389829,6.278462069,6.079334988,5.82115512,5.647705247,5.044693837,6.343827409,9.703384186,10.49939257,10.03335919,10.13195488,10.33368664
'200971_s_at',8.552155762,8.398443389,8.434795431,8.460180448,8.168604485,8.853033933,8.877933034,8.799227198,7.534928538,8.48912098,8.116498369,8.427311128,8.35602691,8.540679373,8.579701979,8.532561926,8.640938046,8.44139575,8.466009484,8.788150292,8.687483989,7.862506303,8.959911817,8.30643405,7.462424635,7.023647865,7.622088082,7.647942295,7.709987285,6.424770536,6.499366775,7.02757008,7.236462191,7.243540558,6.177862599,7.141471863,7.373463393,7.228336509,7.403764111,7.425627232,7.708005161,7.784179702,7.358351025,7.10424285,7.081892354,7.288555495,7.223064074,6.596194948,7.20998668,7.318641769,5.597684028,5.485242261,6.405775651,6.150681228,5.967716115,5.936701876,5.726098518,5.748257846,5.769582431,4.131160531,3.018101665,9.398555636,9.570684592,8.817438155,9.433613296,9.311239421
'200989_at',9.483208042,9.81226472,10.29246931,10.27391723,9.883348847,8.02988578,7.779522896,9.083542392,9.220358614,9.833103224,10.21021229,9.59548254,9.528936573,9.740700183,9.705697246,9.574755209,9.646786116,9.899845404,9.532706264,11.12475,10.18297922,9.350749413,9.259235653,9.657851462,9.107465248,9.301754422,9.614571199,8.97999887,9.318011095,9.038786088,8.924901966,9.500209292,9.500209292,9.149911083,8.598204556,9.176717237,9.764740237,9.278063581,9.60607936,9.237923846,9.486825995,9.273327691,9.636020993,9.492450076,9.431865209,9.438889585,9.281219855,9.273327691,9.950317628,9.446325789,7.689608533,7.666510982,8.030932562,7.79232878,7.790625115,7.639874989,7.532129901,7.666510982,8.374357301,7.779522896,7.651804664,9.521210711,9.071936071,9.022323,7.811025507,7.036482131
'201024_x_at',9.195575457,8.981124994,7.66304121,8.908925947,7.856680814,6.544008413,5.836534855,7.498841125,9.149911083,8.987132027,8.792256358,9.17526435,8.556310724,8.711761872,8.27772963,8.684660591,8.816520053,9.102227539,8.579701979,8.64527336,9.243951945,8.907772276,7.640616436,8.133859073,8.711761872,8.897767099,9.536598945,8.263627304,8.546450652,8.745645384,8.685575114,8.869138961,9.118369454,8.664002508,8.57641721,8.835040461,9.30795688,9.231977048,9.33244349,9.100853918,9.327422284,9.060375653,8.723260613,9.078358935,9.157006933,9.211361391,8.996899144,8.615343374,8.78110798,9.578925327,9.229169761,8.548084229,9.475875299,9.137424904,9.694115611,9.464774461,8.718496916,8.473668545,7.889723654,7.826669681,8.450396236,7.641767724,7.194900672,8.532561926,7.609320731,4.912867379
'201043_s_at',6.262081964,6.3003338,6.664469781,5.811877743,6.226480928,6.19568633,6.09971385,5.92798257,5.991443796,5.923335233,5.987345268,5.692912324,6.618637343,6.198074201,6.321828435,6.70055196,6.444971481,6.047466699,6.530602354,6.997999413,6.778186451,5.680851443,6.186345418,5.901915891,5.411214703,5.869166086,4.996945298,6.678901294,6.677524958,5.43399028,5.680851443,5.367982536,4.963595105,5.964953707,6.196629009,5.518723536,5.974430268,6.316566383,5.882248551,5.534081648,6.864996162,5.390704997,6.493989998,4.687329616,5.702329675,5.658650116,6.246825122,5.742923573,3.760073902,5.293203372,2.449749613,0.476594178,2.069763404,0.199980369,2.202580314,1.286902147,1.968785795,-1.251444943,1.200441918,1.125209752,0.708189705,6.509848132,6.7923007,5.926975281,5.947151748,6.897084601
'201061_s_at',8.637372513,9.488688439,8.408447104,9.064196368,9.165555106,8.996899144,8.800217934,8.633873116,9.311239421,9.148497255,8.639166667,8.877933034,8.877933034,9.059046373,8.380628665,8.69869985,8.795205914,9.001585186,8.921403172,8.182227374,8.945771281,9.25146189,9.121019725,9.137424904,9.843549344,10.25896203,10.2344542,9.494355704,9.62957583,9.523198897,8.808270038,9.546480483,9.883348847,9.488688439,8.847866643,9.159853412,9.92503073,9.738370873,9.769696549,9.357567269,9.787026526,9.548389619,9.936498834,9.85661573,9.950317628,9.964771308,9.211361391,9.211361391,9.701106085,9.748007665,8.707142196,8.331218509,8.806209671,8.682843062,8.976370662,8.973953236,8.853033933,8.9716204,8.9716204,8.920299848,9.000406404,9.274927322,9.591273488,8.183397991,9.591273488,9.91392002
'201095_at',6.347916536,6.383147684,6.747287635,6.482353077,6.775617574,8.030401691,8.139002968,8.066332303,6.606124603,6.838278305,6.381762823,5.993076218,6.396442152,6.372724174,7.167984674,6.32027892,6.600900441,6.40049192,6.419270155,7.463765455,7.197109002,5.421569897,7.329187671,6.918963551,6.262391621,5.302144879,5.388796666,4.842908031,6.166915889,5.44451569,5.056734589,4.919087831,4.245751184,5.005087527,4.687437489,5.831915357,6.128200865,3.030728789,5.701209601,4.988915464,3.729731332,3.11321933,4.89354733,4.820552435,5.392385374,5.961169318,2.757303069,5.315867901,5.58961762,5.751139108,3.777560386,4.103224047,4.942584857,2.86054013,0.614385054,6.05904026,3.035290784,3.829145341,4.771379283,3.376750444,4.693307619,8.276504184,7.653418232,7.881381556,7.824068693,8.03199138
'201114_x_at',8.957544596,8.488341453,8.370149838,8.063661353,8.325902586,7.15077244,7.27077388,7.546918496,8.308979582,8.280988335,8.065784357,8.18627842,8.079841716,8.324551383,8.114880933,8.079841716,8.135586477,8.396964938,8.157020415,8.81338707,8.879037885,8.694903704,8.425057851,8.265557061,7.466373453,7.729534913,7.954100417,7.896221845,7.408223602,7.539817032,7.602267148,7.458352866,7.288555495,7.413085416,7.950738408,8.460180448,8.108144738,7.563400761,7.903277115,7.949324688,7.768012948,8.009990369,7.636827221,7.869379247,8.018877941,7.824896845,8.142550183,7.895765307,7.362655757,8.45263882,9.068217981,8.927224212,8.748488394,8.976370662,9.325960069,8.827761421,9.492450076,8.632975337,8.177501766,8.562898861,8.664002508,8.302501066,8.113817935,8.379288681,7.662640285,8.062586382
'201138_s_at',7.725499006,7.320736478,7.543047886,7.325880072,6.924980594,6.085421442,5.860420828,6.646090924,7.887487106,7.983542074,7.855333297,8.169174885,7.7423749,7.72791412,7.768434124,7.830678446,7.80228148,7.789756542,7.651413264,8.165140471,8.216651953,7.558735888,7.107861044,7.29147461,7.18534008,7.79103663,7.672288649,7.683723184,7.660355726,6.774324947,7.757032429,7.757447848,7.478375852,7.446168216,7.700716836,7.485484087,7.021680513,6.919428156,7.310568818,7.497447787,7.496436092,7.129125343,6.998991457,7.313597941,7.041402872,7.025839083,7.49507111,7.480100998,7.018257204,7.584243264,5.829945262,5.765509138,5.070660177,5.208118599,5.513339807,5.465898034,4.982293027,5.196482895,5.083332992,5.152620496,5.834123036,6.96182081,6.742614331,7.488258104,6.836948976,5.818778815
'201140_s_at',7.104490324,6.276318037,7.195726697,6.893006081,6.858084432,7.252925717,7.788472836,6.881692752,6.792077566,5.957491858,5.125127764,5.567660022,5.533069588,5.944707425,5.149425483,5.751818208,5.911397669,6.24220555,5.61325117,6.409755071,7.283895035,6.738013462,6.666464527,6.549854324,6.295442817,6.005830262,6.871626112,6.118983474,6.570777542,5.744712444,5.500491584,6.119619599,6.572667458,6.294928134,6.03971953,6.09986074,5.822405074,6.178181177,6.649900169,4.810190683,6.313728991,6.434875501,6.319429897,6.476918164,6.777100424,6.525947657,5.665399412,6.455930573,6.059810289,6.529316102,3.680237739,3.617434584,3.852144255,4.448814543,1.048668147,2.133707422,3.917420668,1.061826531,2.669462298,2.887539374,5.521241846,7.701118275,7.312398262,7.610030334,7.442951376,7.618321112
'201160_s_at',9.470418087,9.653248465,9.079682647,9.853839001,9.534761464,8.532561926,8.956382084,9.289147906,9.430099307,9.710240699,9.838161496,9.719434735,9.496330859,9.673530816,9.466696834,9.644456059,9.325960069,10.10256468,9.843549344,9.916479125,10.2850128,9.585024968,9.033665578,9.311239421,7.798851468,7.515011908,8.016802775,8.160489342,8.493064737,7.764591647,6.529131217,8.27772963,7.847209807,8.442123957,6.161713454,6.90549627,8.572208702,8.622405363,8.543930151,8.451929616,8.841496648,8.656927712,8.431749619,8.397714578,8.374357301,8.119871063,8.09202787,8.066332303,8.038216551,7.270183115,11.43135089,11.43135089,11.7337645,11.6312979,11.27609843,11.66698526,11.98644802,11.53167435,11.14150826,11.60373445,11.46222813,8.872367945,9.151245144,9.257711001,8.78110798,9.295441817
'201161_s_at',7.752007701,7.866589679,7.401531654,8.085382386,7.863883428,7.312398262,7.633871152,8.056631951,7.830208979,8.015741286,8.00228706,7.647150887,8.085922197,8.265557061,8.027234262,7.845026589,7.964942124,8.448214358,8.518274521,8.005366732,8.736716333,6.873851344,6.838068815,7.993725131,6.697949559,6.170903174,6.554273165,6.925948497,7.776949189,6.704185516,2.028904057,7.078053959,5.60177091,6.977816022,4.991037012,5.181712324,7.115349123,7.183437943,7.184804533,8.281642051,8.344407901,8.001760203,7.452076501,7.383439948,7.352568885,6.3003338,7.012397757,7.093462861,6.368264391,4.101711432,9.2000258,9.599739774,9.502098516,9.446325789,9.287504892,10.2886912,11.5062591,10.78230315,10.42048336,11.61055724,10.63697109,7.343405511,7.734478319,7.674204324,7.260352553,7.776529019
